main_sound,level,hanja,meaning
시,7급Ⅱ,市,저자
시,6급Ⅱ,始,비로소
시,5급,示,보일
시,4급Ⅱ,詩,시
시,4급Ⅱ,試,시험
시,4급Ⅱ,視,볼
시,4급Ⅱ,施,베풀
시,4급Ⅱ,是,이斯
시,3급Ⅱ,侍,모실
시,3급,矢,화살
시,2급,屍,주검
시,2급,柴,섶薪
시,1급,柿,감
시,1급,匙,숟가락
시,1급,媤,시집
시,1급,弑,윗사람죽일
시,1급,猜,시기할
시,1급,諡,시호
시,1급,豺,승냥이
시,특급Ⅱ,豕,돼지
시,특급Ⅱ,恃,믿을
시,특급Ⅱ,翅,날개
시,특급Ⅱ,蒔,모종할
시,특급Ⅱ,蓍,시초
시,특급Ⅱ,尸,주검
시,특급Ⅱ,嘶,말울
시,특급Ⅱ,屎,똥
시,특급,諟,다스릴
시,특급,枲,수삼
시,특급,塒,홰
시,특급,啻,뿐
시,특급,兕,외뿔소
시,특급,偲,힘쓸
시,특급,鳲,뻐꾸기
시,특급,釃,술거를
시,특급,緦,시마(緦麻)
식,7급Ⅱ,食,밥
식,7급,植,심을
식,6급,式,법
식,5급Ⅱ,識,알
식,4급Ⅱ,息,쉴
식,3급Ⅱ,飾,꾸밀
식,2급,殖,불릴
식,2급,軾,수레가로나무
식,2급,湜,물맑을
식,1급,熄,불꺼질
식,1급,蝕,좀먹을
식,1급,拭,씻을
식,특급Ⅱ,寔,이(是)
식,특급Ⅱ,篒,땅이름
식,특급Ⅱ,埴,찰흙
식,특급,栻,점치는판
신,6급Ⅱ,身,몸
신,6급Ⅱ,神,귀신
신,6급Ⅱ,信,믿을
신,6급Ⅱ,新,새
신,5급Ⅱ,臣,신하
신,4급Ⅱ,申,납猿
신,3급Ⅱ,愼,삼갈
신,3급,辛,매울
신,3급,伸,펼
신,3급,晨,새벽
신,2급,紳,띠帶
신,2급,腎,콩팥
신,1급,薪,섶
신,1급,迅,빠를
신,1급,蜃,큰조개
신,1급,燼,불탄끝
신,1급,宸,대궐
신,1급,娠,아이밸
신,1급,呻,읊조릴
신,1급,訊,물을
신,특급Ⅱ,侁,걷는모양
신,특급Ⅱ,莘,세신細辛
신,특급Ⅱ,藎,조개풀
신,특급,駪,많을
신,특급,贐,노자
신,특급,矧,하물며
신,특급,甡,수두룩할
신,특급,璶,옥돌
신,특급,哂,웃을
실,8급,室,집
실,6급,失,잃을
실,5급Ⅱ,實,열매
실,1급,悉,다
실,특급,蟋,귀뚜라미
심,7급,心,마음
심,4급Ⅱ,深,깊을
심,3급Ⅱ,甚,심할
심,3급Ⅱ,審,살필
심,3급,尋,찾을
심,2급,瀋,즙낼
심,특급Ⅱ,芯,골풀
심,특급Ⅱ,諶,믿을
심,특급Ⅱ,沁,스며들
심,특급,葚,오디
심,특급,諗,고할
십,8급,十,열
십,1급,什,열사람
쌍,3급Ⅱ,雙,두
씨,4급,氏,각시
아,5급Ⅱ,兒,아이
아,3급Ⅱ,雅,맑을
아,3급Ⅱ,我,나
아,3급Ⅱ,阿,언덕
아,3급Ⅱ,亞,버금
아,3급Ⅱ,芽,싹
아,3급Ⅱ,牙,어금니
아,3급,餓,주릴
아,1급,訝,의심할
아,1급,衙,마을官廳
아,1급,啞,벙어리
아,1급,俄,아까
아,특급Ⅱ,娥,예쁠
아,특급Ⅱ,峨,산높을
아,특급Ⅱ,莪,다북쑥
아,특급Ⅱ,蛾,누에나방
아,특급Ⅱ,鴉,갈까마귀
아,특급Ⅱ,鵝,거위
아,특급,迓,맞을
악,5급Ⅱ,惡,악할
악,3급,岳,큰산
악,2급,握,쥘
악,1급,堊,흰흙
악,1급,愕,놀랄
악,1급,顎,턱
악,특급Ⅱ,嶽,큰산岳
악,특급Ⅱ,渥,비젖을
악,특급Ⅱ,鰐,악어
악,특급Ⅱ,幄,장막(帳幕)
악,특급Ⅱ,鍔,칼날
악,특급Ⅱ,鄂,땅이름
악,특급Ⅱ,齷,악착할
악,특급,咢,깜짝놀랄
안,7급Ⅱ,安,편안
안,5급,案,책상
안,4급Ⅱ,眼,눈
안,3급Ⅱ,顔,낯
안,3급Ⅱ,岸,언덕
안,3급,雁,기러기
안,1급,晏,늦을
안,1급,鞍,안장
안,1급,按,누를
안,특급Ⅱ,鮟,아귀
안,특급,鴈,기러기
안,특급,犴,들개
알,3급,謁,뵐
알,2급,閼,막을
알,1급,斡,돌
알,1급,軋,삐걱거릴
알,특급,訐,들추어낼
알,특급,遏,막을
알,특급,頞,콧대
알,특급,歹,뼈앙상할
알,특급,戛,창
알,특급,揠,뽑을
암,4급Ⅱ,暗,어두울
암,3급Ⅱ,巖,바위
암,2급,癌,암
암,1급,闇,숨을
암,1급,庵,암자
암,특급Ⅱ,菴,암자
암,특급Ⅱ,岩,바위巖
암,특급Ⅱ,唵,움켜먹을
암,특급,黯,검을
압,4급Ⅱ,壓,누를
압,3급,押,누를
압,2급,鴨,오리
압,특급Ⅱ,狎,친압할
앙,3급Ⅱ,仰,우러를
앙,3급Ⅱ,央,가운데
앙,3급,殃,재앙
앙,1급,昂,높을
앙,1급,怏,원망할
앙,1급,秧,모
앙,1급,鴦,원앙
앙,특급Ⅱ,昻,높을昂
앙,특급,泱,물깊고넓을
앙,특급,盎,동이
앙,특급,鞅,가슴걸이
앙,특급,卬,나
애,6급,愛,사랑
애,3급Ⅱ,哀,슬플
애,3급,涯,물가
애,2급,礙,거리낄
애,2급,艾,쑥
애,2급,埃,티끌
애,1급,崖,언덕
애,1급,曖,희미할
애,1급,隘,좁을
애,1급,靄,아지랑이
애,특급Ⅱ,碍,거리낄礙
애,특급Ⅱ,厓,언덕
애,특급,餲,밥쉴
애,특급,藹,초목우거질
애,특급,僾,비슷할
액,4급Ⅱ,液,진
액,4급,額,이마
액,3급,厄,액
액,1급,扼,잡을
액,1급,腋,겨드랑이
액,1급,縊,목맬
액,특급Ⅱ,掖,낄
액,특급,頟,이마
액,특급,戹,좁을
액,특급,阨,막힐
앵,1급,櫻,앵두
앵,1급,鶯,꾀꼬리
앵,특급Ⅱ,罌,양병
앵,특급Ⅱ,鸚,앵무새
앵,특급,嚶,꾀꼬리소리
야,6급,夜,밤
야,6급,野,들坪
야,3급,也,이끼
야,3급,耶,어조사
야,2급,惹,이끌
야,2급,倻,가야
야,1급,揶,야유할
야,1급,冶,풀무
야,1급,爺,아비
야,특급Ⅱ,椰,야자나무
약,6급Ⅱ,弱,약할
약,6급Ⅱ,藥,약
약,5급Ⅱ,約,맺을
약,3급Ⅱ,若,같을
약,3급,躍,뛸
약,1급,葯,꽃밥
약,특급Ⅱ,蒻,부들
약,특급,瀹,데칠
약,특급,籥,피리
약,특급,禴,봄제사
양,6급,陽,볕
양,6급,洋,큰바다
양,5급Ⅱ,養,기를
양,4급Ⅱ,羊,양
양,4급,樣,모양
양,3급Ⅱ,讓,사양할
양,3급Ⅱ,壤,흙덩이
양,3급Ⅱ,揚,날릴
양,3급,楊,버들
양,2급,孃,아가씨
양,2급,襄,도울
양,1급,攘,물리칠
양,1급,恙,병
양,1급,釀,술빚을
양,1급,癢,가려울
양,1급,瘍,헐
양,특급Ⅱ,瀁,물깊을
양,특급Ⅱ,佯,거짓
양,특급Ⅱ,敭,날릴揚
양,특급Ⅱ,暘,해돋을
양,특급Ⅱ,禳,빌祈
양,특급Ⅱ,痒,가려울癢
양,특급Ⅱ,穰,볏줄기
양,특급Ⅱ,煬,녹일
양,특급,颺,날릴
양,특급,饟,건량
양,특급,昜,볕
양,특급,瀼,이슬많은모양
양,특급,漾,물출렁거릴
양,특급,鍚,말이마치장
어,7급,語,말씀
어,5급,漁,고기잡을
어,5급,魚,고기
어,3급Ⅱ,御,거느릴
어,3급,於,어조사
어,1급,圄,옥
어,1급,禦,막을
어,1급,瘀,어혈질
어,특급Ⅱ,齬,이어긋날
어,특급Ⅱ,馭,말부릴
어,특급,敔,막을
어,특급,饇,배부를
어,특급,飫,배부를
어,특급,圉,마부
억,5급,億,억數字
억,3급Ⅱ,憶,생각할
억,3급Ⅱ,抑,누를
억,1급,臆,가슴
억,특급Ⅱ,檍,참죽나무
억,특급,嶷,숙성할
언,6급,言,말씀
언,3급,焉,어찌
언,2급,彦,선비
언,1급,堰,둑
언,1급,諺,언문
언,특급Ⅱ,偃,쓰러질
언,특급,鰋,메기
언,특급,唁,위문할
얼,특급Ⅱ,蘖,싹
얼,특급Ⅱ,孼,서자
얼,특급,臬,문지방
얼,특급,孽,서자
얼,특급,臲,위태할
엄,4급,嚴,엄할
엄,1급,掩,가릴
엄,1급,奄,문득
엄,1급,儼,엄연할
엄,특급Ⅱ,淹,담글
엄,특급Ⅱ,俺,나
엄,특급,閹,고자
엄,특급,揜,가릴
엄,특급,渰,구름일
업,6급Ⅱ,業,업
업,특급Ⅱ,嶪,산높을
여,4급Ⅱ,餘,남을
여,4급Ⅱ,如,같을
여,4급,與,더불
여,3급,輿,수레
여,3급,汝,너
여,3급,余,나
여,3급,予,나
여,특급Ⅱ,璵,옥
여,특급Ⅱ,艅,배이름
여,특급Ⅱ,轝,수레輿
여,특급Ⅱ,歟,어조사
여,특급Ⅱ,茹,꼭두서니
여,특급Ⅱ,礖,돌
여,특급,旟,기
여,특급,鸒,갈까마귀
여,특급,洳,물이름
여,특급,畬,세해된밭
역,4급Ⅱ,逆,거스릴
역,4급,域,지경
역,4급,易,바꿀
역,3급Ⅱ,疫,전염병
역,3급Ⅱ,亦,또
역,3급Ⅱ,役,부릴
역,3급Ⅱ,譯,번역할
역,3급Ⅱ,驛,역
역,1급,繹,풀解
역,특급,鷊,칠면조
역,특급,鶂,거위소리
역,특급,罭,물고기그물
역,특급,埸,지경
역,특급,嶧,산이름
역,특급,棫,두릅나무
역,특급,晹,햇살약할
역,특급,淢,빨리흐를
역,특급,緎,혼솔
역,특급,懌,기뻐할
역,특급,閾,문지방
연,7급,然,그럴
연,4급Ⅱ,煙,연기
연,4급Ⅱ,硏,갈
연,4급Ⅱ,演,펼
연,4급,燃,탈
연,4급,鉛,납
연,4급,緣,인연
연,4급,延,늘일
연,3급Ⅱ,沿,물따라갈
연,3급Ⅱ,軟,연할
연,3급Ⅱ,宴,잔치
연,3급Ⅱ,燕,제비
연,2급,硯,벼루
연,2급,衍,넓을
연,2급,姸,고울
연,2급,淵,못
연,1급,鳶,솔개
연,1급,捐,버릴
연,1급,筵,대자리
연,1급,椽,서까래
연,특급Ⅱ,嚥,침삼킬
연,특급Ⅱ,縯,길
연,특급Ⅱ,烟,연기煙
연,특급Ⅱ,涓,졸졸흐를
연,특급Ⅱ,挻,당길
연,특급Ⅱ,堧,빈땅
연,특급Ⅱ,沇,물이름
연,특급Ⅱ,娟,예쁠
연,특급Ⅱ,涎,침
연,특급,醼,잔치
연,특급,蜎,벌레꿈틀거릴
연,특급,掾,아전
연,특급,悁,성낼
연,특급,兗,땅이름
열,5급,熱,더울
열,3급Ⅱ,悅,기쁠
열,3급,閱,볼覽
열,특급,噎,목멜
염,3급Ⅱ,染,물들
염,3급Ⅱ,鹽,소금
염,3급Ⅱ,炎,불꽃
염,2급,厭,싫어할
염,2급,閻,마을
염,1급,焰,불꽃
염,1급,艶,고울
염,특급Ⅱ,剡,날카로울
염,특급Ⅱ,琰,옥
염,특급Ⅱ,苒,풀우거질
염,특급Ⅱ,髥,구레나룻
염,특급,艷,고울
염,특급,饜,싫을
염,특급,焱,불꽃
염,특급,檿,산뽕나무
염,특급,燄,불당길
염,특급,冉,나아갈
엽,5급,葉,잎
엽,2급,燁,빛날
엽,특급Ⅱ,曄,빛날
엽,특급,饁,들밥먹일
엽,특급,爗,빛날
영,6급,英,꽃부리
영,6급,永,길
영,4급Ⅱ,榮,영화
영,4급,迎,맞을
영,4급,映,비칠
영,4급,營,경영할
영,3급Ⅱ,影,그림자
영,3급,詠,읊을
영,3급,泳,헤엄칠
영,2급,盈,찰滿
영,2급,瑛,옥빛
영,2급,暎,비칠
영,1급,嬰,어린아이
영,특급Ⅱ,渶,물이름
영,특급Ⅱ,濚,물졸졸흐를
영,특급Ⅱ,嶸,산가파를
영,특급Ⅱ,楹,기둥
영,특급Ⅱ,塋,무덤
영,특급Ⅱ,潁,물이름
영,특급Ⅱ,瀛,바다
영,특급Ⅱ,煐,빛날
영,특급Ⅱ,鍈,방울소리
영,특급Ⅱ,纓,갓끈
영,특급Ⅱ,瓔,옥돌
영,특급Ⅱ,瀯,물소리
영,특급Ⅱ,霙,진눈깨비
영,특급Ⅱ,穎,이삭
영,특급,咏,읊을
영,특급,嬴,가득할
영,특급,縈,얽힐
영,특급,贏,남을
영,특급,郢,땅이름
영,특급,攖,찌를
예,4급Ⅱ,藝,재주
예,4급,豫,미리
예,3급Ⅱ,譽,기릴
예,3급,銳,날카로울
예,2급,預,맡길
예,2급,芮,성(姓)
예,2급,睿,슬기
예,2급,濊,종족이름
예,1급,詣,이를至
예,1급,曳,끌
예,1급,穢,더러울
예,1급,裔,후손
예,특급Ⅱ,刈,벨
예,특급Ⅱ,乂,깎을
예,특급Ⅱ,霓,암무지개
예,특급Ⅱ,倪,어릴
예,특급Ⅱ,叡,밝을
예,특급Ⅱ,汭,물굽이
예,특급Ⅱ,蘂,꽃술蕊
예,특급Ⅱ,猊,사자
예,특급,瘞,묻을
예,특급,輗,멍에막이
예,특급,羿,사람이름
예,특급,橤,드리울
예,특급,堄,성가퀴
예,특급,勩,수고로울
예,특급,麑,사슴새끼
예,특급,鷖,갈매기
예,특급,蚋,모기
예,특급,蕊,꽃술
예,특급,翳,가릴
예,특급,睨,흘겨볼
예,특급,蓺,심을
오,8급,五,다섯
오,7급Ⅱ,午,낮
오,4급Ⅱ,誤,그르칠
오,3급Ⅱ,烏,까마귀
오,3급Ⅱ,悟,깨달을
오,3급,嗚,슬플
오,3급,娛,즐길
오,3급,吾,나
오,3급,傲,거만할
오,3급,汚,더러울
오,2급,梧,오동나무
오,2급,墺,물가
오,2급,吳,성(姓)
오,1급,奧,깊을
오,1급,懊,한할
오,1급,伍,다섯사람
오,1급,寤,잠깰
오,특급Ⅱ,鰲,자라
오,특급Ⅱ,塢,산언덕
오,특급Ⅱ,獒,사나운개
오,특급Ⅱ,晤,밝을
오,특급Ⅱ,俉,맞이할
오,특급Ⅱ,蜈,지네
오,특급Ⅱ,鼇,자라
오,특급Ⅱ,筽,버들고리
오,특급Ⅱ,旿,밝을
오,특급Ⅱ,澳,물굽이
오,특급Ⅱ,熬,볶을
오,특급Ⅱ,敖,거만할
오,특급,珸,아름다운돌
오,특급,忤,거스를
오,특급,汙,더러울
오,특급,隩,감출
오,특급,嗸,시끄러울
오,특급,杇,흙손
오,특급,奡,거만할
옥,5급,屋,집
옥,4급Ⅱ,玉,구슬
옥,3급Ⅱ,獄,옥囚舍
옥,2급,鈺,보배
옥,2급,沃,기름질
옥,특급,鋈,도금할
온,6급,溫,따뜻할
온,2급,穩,편안할
온,1급,蘊,쌓을
온,특급Ⅱ,瑥,사람이름
온,특급Ⅱ,縕,묵은솜
온,특급Ⅱ,瘟,염병
온,특급,韞,감출
온,특급,慍,성낼
온,특급,媼,할미
온,특급,昷,온화할
온,특급,醞,술빚을
올,특급Ⅱ,兀,우뚝할
올,특급,杌,가지없는나무
올,특급,扤,움직일
올,특급,卼,위태할
옹,3급,擁,낄
옹,3급,翁,늙은이
옹,2급,甕,독
옹,2급,雍,화(和)할
옹,2급,邕,막힐
옹,1급,壅,막을
옹,특급Ⅱ,瓮,독
옹,특급Ⅱ,饔,아침밥
옹,특급Ⅱ,癰,종기
옹,특급,灉,물이름
옹,특급,雝,화할
옹,특급,廱,막힐
옹,특급,顒,우러를
와,3급Ⅱ,瓦,기와
와,3급,臥,누울
와,1급,訛,그릇될
와,1급,渦,소용돌이
와,1급,蝸,달팽이
와,특급Ⅱ,窪,웅덩이
와,특급Ⅱ,蛙,개구리
와,특급Ⅱ,窩,움집
와,특급,吪,움직일
완,5급,完,완전할
완,3급Ⅱ,緩,느릴
완,2급,莞,빙그레할
완,1급,婉,순할
완,1급,宛,완연할
완,1급,玩,즐길
완,1급,腕,팔뚝
완,1급,阮,성(姓)
완,1급,頑,완고할
완,특급Ⅱ,豌,완두
완,특급Ⅱ,椀,주발碗
완,특급Ⅱ,琓,나라이름
완,특급Ⅱ,琬,홀
완,특급Ⅱ,翫,구경할
완,특급Ⅱ,碗,주발椀
완,특급Ⅱ,浣,빨
완,특급Ⅱ,脘,중완胃腑
완,특급,婠,품성좋을
완,특급,盌,주발
완,특급,垸,회섞어바를
왈,3급,曰,가로
왕,8급,王,임금
왕,4급Ⅱ,往,갈
왕,2급,汪,넓을
왕,2급,旺,왕성할
왕,1급,枉,굽을
왜,2급,歪,기울
왜,2급,倭,왜나라
왜,1급,矮,난쟁이
왜,특급Ⅱ,娃,예쁠
왜,특급,騧,공골말
외,8급,外,바깥
외,3급,畏,두려워할
외,1급,巍,높고클
외,1급,猥,외람할
외,특급Ⅱ,嵬,높을
요,5급Ⅱ,要,요긴할
요,5급,曜,빛날
요,4급Ⅱ,謠,노래
요,3급,遙,멀
요,3급,腰,허리
요,3급,搖,흔들
요,2급,妖,요사할
요,2급,姚,예쁠
요,2급,堯,요임금
요,2급,耀,빛날
요,1급,擾,시끄러울
요,1급,窈,고요할
요,1급,窯,기와가마
요,1급,邀,맞을
요,1급,饒,넉넉할
요,1급,僥,요행
요,1급,凹,오목할
요,1급,拗,우길
요,1급,夭,일찍죽을
요,특급Ⅱ,瑤,아름다운옥
요,특급Ⅱ,繞,두를
요,특급Ⅱ,繇,성할
요,특급Ⅱ,橈,노
요,특급Ⅱ,蟯,요충
요,특급Ⅱ,嶢,높을
요,특급Ⅱ,燿,비칠
요,특급,徭,구실
요,특급,蕘,나무할
요,특급,喓,벌레소리
요,특급,殀,일찍죽을
요,특급,葽,아기풀
요,특급,鷕,암꿩이울
요,특급,徼,구할
욕,5급,浴,목욕할
욕,3급Ⅱ,慾,욕심
욕,3급Ⅱ,欲,하고자할
욕,3급Ⅱ,辱,욕될
욕,특급Ⅱ,縟,화문놓을
욕,특급Ⅱ,褥,요藉
용,6급Ⅱ,勇,날랠
용,6급Ⅱ,用,쓸
용,4급Ⅱ,容,얼굴
용,3급,庸,떳떳할
용,2급,熔,녹을
용,2급,傭,품팔
용,2급,瑢,패옥소리
용,2급,溶,녹을
용,2급,鎔,쇠녹일
용,2급,鏞,쇠북
용,1급,踊,뛸
용,1급,蓉,연꽃
용,1급,茸,풀날
용,1급,聳,솟을
용,1급,涌,물 솟을
용,특급Ⅱ,冗,한산할
용,특급Ⅱ,榕,나무이름
용,특급Ⅱ,俑,허수아비
용,특급Ⅱ,墉,담垣
용,특급Ⅱ,甬,종꼭지
용,특급Ⅱ,湧,물솟을涌
용,특급Ⅱ,埇,길돋울
용,특급Ⅱ,慂,권할
용,특급,鄘,나라이름
용,특급,宂,일없을
용,특급,踴,뛸
우,7급Ⅱ,右,오를
우,5급Ⅱ,友,벗
우,5급Ⅱ,雨,비
우,5급,牛,소
우,4급,優,넉넉할
우,4급,遇,만날
우,4급,郵,우편
우,3급Ⅱ,憂,근심
우,3급Ⅱ,偶,짝
우,3급Ⅱ,宇,집
우,3급Ⅱ,愚,어리석을
우,3급Ⅱ,羽,깃
우,3급,于,어조사
우,3급,尤,더욱
우,3급,又,또
우,2급,佑,도울
우,2급,禹,성(姓)
우,2급,祐,복(福)
우,1급,虞,염려할
우,1급,迂,에돌
우,1급,寓,부칠寄
우,1급,嵎,산굽이
우,1급,隅,모퉁이
우,특급Ⅱ,釪,바리때
우,특급Ⅱ,禑,복
우,특급Ⅱ,旴,해뜰
우,특급Ⅱ,玗,옥돌
우,특급Ⅱ,瑀,옥돌
우,특급Ⅱ,盂,바리
우,특급Ⅱ,藕,연뿌리
우,특급Ⅱ,雩,기우제
우,특급Ⅱ,紆,얽힐
우,특급Ⅱ,芋,토란
우,특급,盱,눈부릅뜰
우,특급,吁,탄식할
우,특급,俁,클
우,특급,堣,땅이름
우,특급,楀,나무이름
우,특급,耦,짝
우,특급,訏,속일
우,특급,懮,근심할
우,특급,噳,떼지을
우,특급,麌,수사슴
우,특급,麀,암사슴
우,특급,踽,홀로걸을
우,특급,耰,고무래
우,특급,訧,허물
욱,2급,旭,아침해
욱,2급,昱,햇빛밝을
욱,2급,煜,빛날
욱,2급,郁,성할
욱,2급,頊,삼갈
욱,특급Ⅱ,栯,나무이름
욱,특급Ⅱ,彧,문채
욱,특급Ⅱ,勖,힘쓸
욱,특급Ⅱ,稶,무성할
욱,특급,稢,서직무성할
욱,특급,薁,머루
욱,특급,勗,힘쓸
욱,특급,燠,더울
운,6급Ⅱ,運,옮길
운,5급Ⅱ,雲,구름
운,3급Ⅱ,韻,운
운,3급,云,이를
운,2급,芸,향풀
운,1급,耘,김맬
운,1급,殞,죽을
운,1급,隕,떨어질
운,특급Ⅱ,蕓,평지
운,특급Ⅱ,澐,큰물결
운,특급Ⅱ,橒,나무이름
운,특급Ⅱ,熉,노란모양
운,특급,沄,물콸콸흐를
운,특급,篔,왕대
울,2급,鬱,답답할
울,2급,蔚,고을이름
울,특급Ⅱ,亐,땅이름
울,특급,菀,무성할
웅,5급,雄,수컷
웅,2급,熊,곰
원,6급,園,동산
원,6급,遠,멀
원,5급Ⅱ,元,으뜸
원,5급,原,언덕
원,5급,院,집
원,5급,願,원할
원,4급Ⅱ,圓,둥글
원,4급Ⅱ,員,인원
원,4급,怨,원망할
원,4급,援,도울
원,4급,源,근원
원,2급,苑,나라동산
원,2급,瑗,구슬
원,2급,袁,성(姓)
원,2급,媛,계집
원,1급,冤,원통할
원,1급,猿,원숭이
원,1급,鴛,원앙
원,특급Ⅱ,垣,담
원,특급Ⅱ,轅,끌채
원,특급Ⅱ,円,둥글圓
원,특급Ⅱ,湲,물졸졸흐를
원,특급Ⅱ,沅,물이름
원,특급Ⅱ,嫄,여자이름
원,특급Ⅱ,愿,삼갈
원,특급Ⅱ,洹,물이름
원,특급Ⅱ,寃,원통할冤
원,특급Ⅱ,爰,이에
원,특급,黿,큰자라
원,특급,騵,붉은말
월,8급,月,달
월,3급Ⅱ,越,넘을
월,특급Ⅱ,鉞,도끼
월,특급,刖,발꿈치벨
월,특급,軏,멍에막이
위,5급Ⅱ,偉,클
위,5급,位,자리
위,4급Ⅱ,衛,지킬
위,4급Ⅱ,爲,하
위,4급,圍,에워쌀
위,4급,委,맡길
위,4급,威,위엄
위,4급,慰,위로할
위,4급,危,위태할
위,3급Ⅱ,胃,밥통
위,3급Ⅱ,僞,거짓
위,3급Ⅱ,謂,이를
위,3급,違,어긋날
위,3급,緯,씨
위,2급,尉,벼슬
위,2급,渭,물이름
위,2급,韋,가죽
위,2급,魏,성(姓)
위,1급,萎,시들
위,특급Ⅱ,暐,빛날
위,특급Ⅱ,葦,갈대
위,특급Ⅱ,瑋,옥이름
위,특급Ⅱ,蔿,애기풀
위,특급Ⅱ,蝟,고슴도치
위,특급Ⅱ,褘,휘장
위,특급,藯,익모초
위,특급,韡,밝고성한모양
위,특급,喟,한숨쉴
위,특급,煒,빛날
위,특급,闈,대궐안작은문
유,7급,有,있을
유,6급,由,말미암을
유,6급,油,기름
유,4급,遊,놀
유,4급,乳,젖
유,4급,儒,선비
유,4급,遺,남길
유,3급Ⅱ,猶,오히려
유,3급Ⅱ,幽,그윽할
유,3급Ⅱ,幼,어릴
유,3급Ⅱ,柔,부드러울
유,3급Ⅱ,維,벼리
유,3급Ⅱ,裕,넉넉할
유,3급Ⅱ,誘,꾈
유,3급Ⅱ,悠,멀
유,3급,唯,오직
유,3급,酉,닭
유,3급,愈,나을
유,3급,惟,생각할
유,2급,庾,곳집
유,2급,兪,대답할
유,2급,踰,넘을
유,2급,楡,느릅나무
유,1급,揄,야유할
유,1급,柚,유자
유,1급,游,헤엄칠
유,1급,鍮,놋쇠
유,1급,癒,병나을
유,1급,諛,아첨할
유,1급,諭,타이를
유,1급,蹂,밟을
유,1급,喩,깨우칠
유,1급,愉,즐거울
유,1급,宥,너그러울
유,특급Ⅱ,孺,어릴
유,특급Ⅱ,猷,꾀할
유,특급Ⅱ,瑜,아름다운옥
유,특급Ⅱ,釉,유약
유,특급Ⅱ,逾,넘을
유,특급Ⅱ,萸,수유
유,특급Ⅱ,濡,젖을
유,특급Ⅱ,侑,짝
유,특급Ⅱ,洧,물이름
유,특급Ⅱ,楢,졸참나무
유,특급Ⅱ,攸,아득할
유,특급Ⅱ,臾,잠깐
유,특급,滺,물흐르는모양
유,특급,秞,곡식무성할
유,특급,濰,물이름
유,특급,褎,옷잘입을
유,특급,槱,화톳불놓을
유,특급,楰,산유자나무
유,특급,曘,햇빛
유,특급,卣,술통
유,특급,龥,부르짖을
유,특급,籲,부르짖을
유,특급,黝,검푸를
유,특급,醹,술맛진할
유,특급,莠,가라지
유,특급,輶,가벼운수레
유,특급,鮪,상어
유,특급,窬,판장문
유,특급,緌,갓끈
유,특급,呦,사슴울
유,특급,囿,동산
유,특급,帷,휘장
유,특급,揉,휠
유,특급,牖,깨우칠
유,특급,羑,인도할
육,7급,育,기를
육,4급Ⅱ,肉,고기
육,특급Ⅱ,毓,키울
육,특급Ⅱ,堉,기름진땅
윤,3급Ⅱ,潤,불을
윤,3급,閏,윤달
윤,2급,允,맏伯
윤,2급,胤,자손
윤,2급,鈗,창
윤,2급,尹,성(姓)
윤,특급Ⅱ,玧,귀막이옥
윤,특급Ⅱ,贇,예쁠
윤,특급Ⅱ,奫,물깊고넓을
윤,특급,狁,오랑캐이름
윤,특급,阭,높을
율,특급Ⅱ,聿,붓
율,특급,繘,두레박줄
율,특급,驈,샅흰검은말
율,특급,汩,물흐를
율,특급,鴥,빨리날
융,2급,融,녹을
융,1급,絨,가는베
융,1급,戎,병장기
융,특급Ⅱ,瀜,물깊고넓을
은,6급,銀,은
은,4급Ⅱ,恩,은혜
은,4급,隱,숨을
은,2급,垠,지경
은,2급,誾,향기
은,2급,殷,은나라
은,특급Ⅱ,慇,은근할
은,특급,嚚,어리석을
은,특급,憖,물을
은,특급,檼,마룻대
은,특급,溵,물이름
은,특급,訔,언쟁할
을,3급Ⅱ,乙,새
음,6급Ⅱ,音,소리
음,6급Ⅱ,飮,마실
음,4급Ⅱ,陰,그늘
음,3급Ⅱ,淫,음란할
음,3급,吟,읊을
음,1급,蔭,그늘
읍,7급,邑,고을
읍,3급,泣,울
읍,1급,揖,읍할
읍,특급,挹,뜰
읍,특급,浥,젖을
응,4급Ⅱ,應,응할
응,3급,凝,엉길
응,2급,鷹,매
응,1급,膺,가슴
의,6급Ⅱ,意,뜻
의,6급,醫,의원
의,6급,衣,옷
의,4급Ⅱ,議,의논할
의,4급Ⅱ,義,옳을
의,4급,依,의지할
의,4급,儀,거동
의,4급,疑,의심할
의,3급,矣,어조사
의,3급,宜,마땅
의,1급,毅,굳셀
의,1급,椅,의자
의,1급,擬,비길
의,1급,誼,정(情)
의,특급Ⅱ,薏,율무
의,특급Ⅱ,艤,배댈
의,특급Ⅱ,倚,기댈
의,특급Ⅱ,懿,아름다울
의,특급Ⅱ,蟻,개미
의,특급,猗,불깐개
의,특급,饐,밥쉴
의,특급,扆,병풍
의,특급,薿,우거질
의,특급,劓,코벨
이,8급,二,두
이,5급Ⅱ,以,써
이,5급,耳,귀
이,4급Ⅱ,移,옮길
이,4급,異,다를
이,3급Ⅱ,已,이미
이,3급,而,말이을
이,3급,夷,오랑캐
이,2급,貳,두
이,2급,怡,기쁠
이,2급,伊,저彼
이,2급,珥,귀고리
이,1급,餌,미끼
이,1급,姨,이모
이,1급,痍,상처
이,1급,爾,너
이,1급,弛,늦출
이,특급Ⅱ,彛,떳떳할彝
이,특급Ⅱ,貽,줄與
이,특급Ⅱ,飴,엿
이,특급Ⅱ,苡,율무
