main_sound,level,hanja,meaning
녕,특급,佞,재주있을
노,4급Ⅱ,怒,성낼
노,4급Ⅱ,努,힘쓸
노,3급Ⅱ,奴,종
노,1급,弩,쇠뇌
노,1급,駑,둔한말
노,특급Ⅱ,瑙,마노
노,특급,峱,산이름
노,특급,猱,원숭이
노,특급,呶,지껄일
노,특급,孥,자식
노,특급,砮,돌살촉
노,특급,怓,어지러울
농,7급Ⅱ,農,농사
농,2급,濃,짙을
농,1급,膿,고름
농,특급,穠,무성할
뇌,3급Ⅱ,腦,골
뇌,3급,惱,번뇌할
뇌,특급,餒,주릴
뇨,2급,尿,오줌
뇨,1급,撓,휠
뇨,특급Ⅱ,鬧,지껄일
누,특급,耨,호미
눈,특급Ⅱ,嫩,어릴
눌,1급,訥,말더듬거릴
뉴,1급,紐,맺을
뉴,특급Ⅱ,杻,싸리
뉴,특급,忸,익을
뉴,특급,鈕,인꼭지
뉴,특급,狃,익숙할
능,5급Ⅱ,能,능할
니,3급Ⅱ,泥,진흙
니,2급,尼,여승
니,특급,你,너
니,특급,柅,굄목
니,특급,怩,부끄러워할
닉,2급,溺,빠질
닉,1급,匿,숨길
닐,특급,昵,친할
다,6급,多,많을
다,3급Ⅱ,茶,차
다,특급,爹,아비
단,6급Ⅱ,短,짧을
단,5급Ⅱ,團,둥글
단,5급,壇,단
단,4급Ⅱ,斷,끊을
단,4급Ⅱ,單,홑
단,4급Ⅱ,檀,박달나무
단,4급Ⅱ,端,끝
단,4급,段,층계
단,3급Ⅱ,旦,아침
단,3급Ⅱ,但,다만
단,3급Ⅱ,丹,붉을
단,2급,鍛,쇠불릴
단,2급,湍,여울
단,1급,蛋,새알
단,1급,簞,소쿠리
단,1급,緞,비단
단,특급Ⅱ,亶,진실로
단,특급Ⅱ,彖,판단할
단,특급Ⅱ,袒,옷벗어멜
단,특급Ⅱ,鄲,한단
단,특급,漙,이슬많을
단,특급,慱,근심할
단,특급,襢,웃통벗을
단,특급,癉,앓을
단,특급,煅,쇠불릴
달,4급Ⅱ,達,통달할
달,1급,撻,때릴
달,1급,疸,황달
달,특급Ⅱ,獺,수달
달,특급Ⅱ,澾,미끄러울
달,특급,怛,슬플
달,특급,闥,궐문
담,5급,談,말씀
담,4급Ⅱ,擔,멜
담,3급Ⅱ,淡,맑을
담,2급,潭,못池
담,2급,膽,쓸개
담,1급,憺,참담할
담,1급,曇,흐릴
담,1급,澹,맑을
담,1급,痰,가래
담,1급,譚,클
담,특급Ⅱ,錟,창
담,특급Ⅱ,坍,무너질
담,특급Ⅱ,啖,씹을
담,특급Ⅱ,覃,깊을
담,특급Ⅱ,蕁,지모
담,특급Ⅱ,聃,귓바퀴없을
담,특급Ⅱ,湛,즐길
담,특급,惔,속탈
담,특급,萏,연봉오리
담,특급,餤,먹을
담,특급,驔,정강이흰말
담,특급,髧,머리늘어질
담,특급,耼,귓바퀴없을
담,특급,菼,달
담,특급,窞,구덩이
담,특급,黮,검을
답,7급Ⅱ,答,대답
답,3급Ⅱ,踏,밟을
답,3급,畓,논
답,1급,遝,뒤섞일
답,특급Ⅱ,沓,겹칠
당,6급Ⅱ,堂,집
당,5급Ⅱ,當,마땅
당,4급Ⅱ,黨,무리
당,3급Ⅱ,糖,엿
당,3급Ⅱ,唐,당나라
당,2급,塘,못池
당,1급,撞,칠
당,1급,棠,아가위
당,1급,螳,버마재비(사마귀)
당,특급Ⅱ,戇,어리석을
당,특급Ⅱ,幢,기
당,특급,儻,고상할
당,특급,鏜,종고소리
당,특급,鐺,목쇠사슬
당,특급,螗,씽씽매미
당,특급,倘,만일
대,8급,大,큰
대,6급Ⅱ,代,대신할
대,6급Ⅱ,對,대할
대,6급,待,기다릴
대,4급Ⅱ,帶,띠
대,4급Ⅱ,隊,무리
대,3급Ⅱ,臺,대
대,3급Ⅱ,貸,빌릴
대,2급,戴,일首荷
대,2급,垈,집터
대,1급,擡,들擧
대,1급,袋,자루
대,특급Ⅱ,黛,눈썹그릴
대,특급Ⅱ,岱,산이름
대,특급Ⅱ,坮,돈대
대,특급Ⅱ,玳,대모(玳瑁)
대,특급,祋,창
대,특급,譈,원망할
대,특급,懟,원망할
대,특급,憝,원망할
덕,5급Ⅱ,德,큰
덕,2급,悳,큰德
도,7급Ⅱ,道,길
도,6급Ⅱ,圖,그림
도,6급,度,법도
도,5급Ⅱ,到,이를
도,5급,都,도읍
도,5급,島,섬
도,4급Ⅱ,導,인도할
도,4급,徒,무리
도,4급,盜,도둑
도,4급,逃,도망할
도,3급Ⅱ,渡,건널
도,3급Ⅱ,桃,복숭아
도,3급Ⅱ,倒,넘어질
도,3급Ⅱ,陶,질그릇
도,3급Ⅱ,途,길行中
도,3급Ⅱ,刀,칼
도,3급,跳,뛸
도,3급,挑,돋울
도,3급,塗,칠할
도,3급,稻,벼
도,2급,悼,슬퍼할
도,2급,燾,비칠
도,1급,搗,찧을
도,1급,鍍,도금할
도,1급,蹈,밟을
도,1급,賭,내기
도,1급,萄,포도
도,1급,禱,빌
도,1급,睹,볼
도,1급,濤,물결
도,1급,屠,죽일
도,1급,淘,쌀일
도,1급,掉,흔들
도,1급,堵,담
도,1급,滔,물넘칠
도,특급Ⅱ,嶋,섬
도,특급Ⅱ,覩,볼
도,특급Ⅱ,韜,감출
도,특급Ⅱ,櫂,상앗대
도,특급Ⅱ,棹,노
도,특급,翿,깃일산
도,특급,咷,울
도,특급,闍,성문
도,특급,稌,찰벼
도,특급,檮,등걸
도,특급,擣,찧을
도,특급,慆,기뻐할
도,특급,鼗,작은북
도,특급,叨,탐할
도,특급,綯,노꼴
도,특급,荼,씀바귀
도,특급,謟,의심할
도,특급,鞉,소고
도,특급,瘏,앓을
도,특급,忉,근심할
독,6급Ⅱ,讀,읽을
독,5급Ⅱ,獨,홀로
독,4급Ⅱ,毒,독
독,4급Ⅱ,督,감독할
독,3급,篤,도타울
독,1급,禿,대머리
독,1급,瀆,도랑
독,특급Ⅱ,犢,송아지
독,특급Ⅱ,牘,편지
독,특급Ⅱ,纛,둑儀仗旗
독,특급,匵,손궤
독,특급,櫝,궤
독,특급,黷,더러울
돈,3급,敦,도타울
돈,3급,豚,돼지
돈,2급,惇,도타울
돈,2급,燉,불빛
돈,2급,頓,조아릴
돈,1급,沌,엉길
돈,특급Ⅱ,暾,해돋을
돈,특급Ⅱ,遯,도망할
돈,특급Ⅱ,旽,밝을
돈,특급Ⅱ,墩,돈대
돈,특급Ⅱ,焞,어스름할
돌,3급Ⅱ,突,갑자기
돌,2급,乭,이름
동,8급,東,동녘
동,7급Ⅱ,動,움직일
동,7급,同,한가지
동,7급,洞,골
동,7급,冬,겨울
동,6급Ⅱ,童,아이
동,4급Ⅱ,銅,구리
동,3급Ⅱ,凍,얼
동,2급,棟,마룻대
동,2급,桐,오동나무
동,2급,董,바를正
동,1급,疼,아플
동,1급,瞳,눈동자
동,1급,胴,큰창자
동,1급,憧,동경할
동,특급Ⅱ,仝,한가지同
동,특급Ⅱ,潼,물이름
동,특급,僮,아이종
동,특급,侗,지각없을
동,특급,烔,뜨거울
동,특급,罿,새그물
동,특급,彤,붉은칠할
동,특급,蝀,무지개
두,6급,頭,머리
두,4급Ⅱ,斗,말
두,4급Ⅱ,豆,콩
두,2급,杜,막을
두,1급,兜,투구
두,1급,痘,역질
두,특급Ⅱ,竇,구멍
두,특급Ⅱ,荳,팥
두,특급Ⅱ,逗,머무를
두,특급Ⅱ,枓,주두
두,특급,斁,무너질
둔,3급,屯,진칠
둔,3급,鈍,둔할
둔,1급,臀,볼기
둔,1급,遁,숨을
둔,특급Ⅱ,芚,싹돋을
득,4급Ⅱ,得,얻을
등,7급,登,오를
등,6급Ⅱ,等,무리
등,4급Ⅱ,燈,등
등,3급,騰,오를
등,2급,藤,등나무
등,2급,謄,베낄
등,2급,鄧,나라이름
등,1급,橙,귤
등,특급Ⅱ,嶝,고개
등,특급,螣,등사
등,특급,滕,물솟아오를
등,특급,縢,노
라,4급Ⅱ,羅,벌릴
라,2급,裸,벗을
라,1급,邏,순라
라,1급,螺,소라
라,1급,懶,게으를
라,1급,癩,문둥이
라,특급Ⅱ,喇,나팔
라,특급Ⅱ,蘿,담쟁이
라,특급,臝,벌거벗을
라,특급,蠃,나나니벌
락,6급Ⅱ,樂,즐길
락,5급,落,떨어질
락,3급Ⅱ,絡,이을
락,2급,洛,물이름
락,1급,駱,낙타
락,1급,烙,지질
락,1급,酪,쇠젖
락,특급Ⅱ,珞,구슬
락,특급,雒,올빼미
란,4급,亂,어지러울
란,4급,卵,알
란,3급Ⅱ,欄,난간
란,3급Ⅱ,蘭,난초
란,2급,爛,빛날
란,1급,瀾,물결
란,1급,鸞,난새
란,특급Ⅱ,欒,단란할
란,특급,闌,가로막을
란,특급,瓓,옥빛
랄,1급,剌,발랄할
랄,1급,辣,매울
랄,특급,捋,뽑을
람,4급,覽,볼
람,3급,濫,넘칠
람,2급,藍,쪽
람,1급,籃,대바구니
람,특급Ⅱ,嵐,아지랑이
람,특급Ⅱ,襤,남루할
람,특급Ⅱ,擥,잡을攬
람,특급Ⅱ,攬,잡을
람,특급Ⅱ,纜,닻줄
람,특급Ⅱ,欖,감람나무
랍,2급,拉,끌
랍,1급,蠟,밀
랍,1급,臘,섣달
랑,5급Ⅱ,朗,밝을
랑,3급Ⅱ,浪,물결
랑,3급Ⅱ,廊,사랑채
랑,3급Ⅱ,郞,사내
랑,1급,狼,이리
랑,특급Ⅱ,螂,사마귀
랑,특급Ⅱ,琅,옥소리
랑,특급Ⅱ,瑯,법랑
랑,특급,稂,가라지
래,7급,來,올
래,2급,萊,명아주
래,특급Ⅱ,崍,산이름
래,특급Ⅱ,徠,올
래,특급,勑,위로할
래,특급,倈,올
래,특급,騋,큰말
랭,5급,冷,찰
략,4급,略,간략할
략,3급,掠,노략질할
량,5급Ⅱ,良,어질
량,5급,量,헤아릴
량,4급Ⅱ,兩,두
량,4급,糧,양식
량,3급Ⅱ,涼,서늘할
량,3급Ⅱ,梁,들보
량,3급,諒,살펴알
량,2급,輛,수레
량,2급,樑,들보
량,2급,亮,밝을
량,1급,倆,재주
량,1급,粱,기장
량,특급Ⅱ,粮,양식
량,특급Ⅱ,凉,서늘할涼
려,5급Ⅱ,旅,나그네
려,4급Ⅱ,麗,고울
려,4급,慮,생각할
려,3급Ⅱ,勵,힘쓸
려,2급,廬,농막(農幕)집
려,2급,礪,숫돌
려,2급,呂,성(姓)
려,2급,驪,검은말
려,1급,侶,짝
려,1급,戾,어그러질
려,1급,濾,거를
려,1급,閭,마을
려,1급,黎,검을
려,특급Ⅱ,藜,명아주
려,특급Ⅱ,驢,나귀
려,특급Ⅱ,儷,짝
려,특급Ⅱ,櫚,종려나무
려,특급Ⅱ,蠣,굴
려,특급Ⅱ,犁,쟁기
려,특급,膂,등골뼈
려,특급,厲,엄할
려,특급,蠡,좀먹을
려,특급,藘,꼭두서니
력,7급Ⅱ,力,힘
력,5급Ⅱ,歷,지날
력,3급Ⅱ,曆,책력
력,1급,瀝,스밀
력,1급,礫,조약돌
력,특급Ⅱ,轢,차에치일
력,특급Ⅱ,靂,벼락
력,특급,櫟,떡갈나무
력,특급,鬲,솥
력,특급,酈,땅이름
련,5급Ⅱ,練,익힐
련,4급Ⅱ,連,이을
련,3급Ⅱ,鍊,쇠불릴
련,3급Ⅱ,蓮,연꽃
련,3급Ⅱ,聯,연이을
련,3급Ⅱ,戀,그리워할
련,3급,憐,불쌍히여길
련,2급,煉,달굴
련,2급,漣,잔물결
련,1급,輦,가마
련,특급Ⅱ,攣,손발굽을
련,특급Ⅱ,璉,호련
련,특급,孌,아름다울
렬,4급Ⅱ,列,벌릴
렬,4급,烈,매울
렬,3급Ⅱ,裂,찢어질
렬,3급,劣,못할
렬,특급Ⅱ,冽,찰
렬,특급Ⅱ,洌,맑을
렬,특급,栵,산밤나무
렴,3급,廉,청렴할
렴,2급,濂,물이름
렴,1급,斂,거둘
렴,1급,殮,염(殮)할
렴,1급,簾,발
렴,특급,蘞,거지덩굴
렵,3급,獵,사냥
령,5급,領,거느릴
령,5급,令,하여금
령,3급Ⅱ,靈,신령
령,3급Ⅱ,嶺,고개
령,3급,零,떨어질
령,2급,玲,옥소리
령,1급,齡,나이
령,1급,囹,옥(獄)
령,1급,逞,쾌할
령,1급,鈴,방울
령,특급Ⅱ,聆,들을
령,특급Ⅱ,伶,악공
령,특급Ⅱ,怜,영리할
령,특급Ⅱ,羚,영양
령,특급Ⅱ,岺,산깊을
령,특급Ⅱ,笭,다래끼
령,특급Ⅱ,翎,깃
령,특급,蛉,고추잠자리
령,특급,苓,복령(茯苓)
령,특급,姈,여자영리할
령,특급,昤,햇빛
례,6급,例,법식
례,6급,禮,예도
례,3급,隷,종
례,2급,醴,단술甘酒
례,특급Ⅱ,澧,물이름
례,특급,鱧,가물치
로,7급,老,늙을
로,6급,路,길
로,5급Ⅱ,勞,일할
로,3급Ⅱ,露,이슬
로,3급Ⅱ,爐,화로
로,2급,盧,성(姓)
로,2급,鷺,해오라기
로,2급,蘆,갈대
로,2급,魯,노나라
로,1급,虜,사로잡을
로,1급,擄,노략질할
로,1급,撈,건질
로,특급Ⅱ,瀘,물이름
로,특급Ⅱ,潞,물이름
로,특급Ⅱ,櫓,노
로,특급Ⅱ,輅,수레
로,특급Ⅱ,鹵,개펄
로,특급,纑,베올
로,특급,簵,대이름
로,특급,壚,검은흙
록,6급,綠,푸를
록,4급Ⅱ,錄,기록할
록,3급Ⅱ,祿,녹
록,3급,鹿,사슴
록,1급,麓,산기슭
록,1급,碌,푸른돌
록,특급Ⅱ,菉,조개풀
록,특급,彔,새길
론,4급Ⅱ,論,논할
롱,3급Ⅱ,弄,희롱할
롱,2급,籠,대바구니
롱,1급,壟,밭두둑
롱,1급,聾,귀먹을
롱,1급,瓏,옥소리
롱,특급Ⅱ,瀧,젖을
롱,특급Ⅱ,朧,몽롱할
롱,특급,隴,언덕
뢰,3급Ⅱ,賴,의뢰할
뢰,3급Ⅱ,雷,우레
뢰,1급,賂,뇌물
뢰,1급,磊,돌무더기
뢰,1급,牢,우리畜舍
뢰,1급,儡,꼭두각시
뢰,특급Ⅱ,瀨,여울
뢰,특급Ⅱ,賚,줄賜
뢰,특급,耒,따비
뢰,특급,罍,술잔
료,5급,料,헤아릴
료,3급,僚,동료
료,3급,了,마칠
료,2급,療,병고칠
료,2급,遼,멀
료,1급,燎,횃불
료,1급,瞭,밝을
료,1급,聊,애오라지
료,1급,寥,쓸쓸할
료,1급,寮,동관(同官)
료,특급Ⅱ,蓼,여뀌
료,특급Ⅱ,廖,공허할
료,특급,敹,가릴
료,특급,繚,동일
료,특급,潦,장마
룡,4급,龍,용
루,3급Ⅱ,漏,샐
루,3급Ⅱ,樓,다락
루,3급Ⅱ,累,여러
루,3급,淚,눈물
루,3급,屢,여러
루,1급,壘,보루
루,1급,陋,더러울
루,특급Ⅱ,褸,남루할
루,특급Ⅱ,蔞,물쑥
루,특급Ⅱ,瘻,부스럼
루,특급Ⅱ,縷,실오리
루,특급Ⅱ,鏤,새길
루,특급Ⅱ,婁,끌
루,특급,摟,안을
류,5급Ⅱ,流,흐를
류,5급Ⅱ,類,무리
류,4급Ⅱ,留,머무를
류,4급,柳,버들
류,2급,硫,유황
류,2급,謬,그르칠
류,2급,劉,죽일
류,1급,琉,유리
류,1급,溜,처마물
류,1급,瘤,혹
류,특급Ⅱ,旒,깃발
류,특급Ⅱ,榴,석류
류,특급Ⅱ,瀏,맑을
류,특급Ⅱ,瑠,유리
류,특급,纍,가둘
류,특급,懰,근심할
류,특급,罶,통발
류,특급,藟,덩굴풀
류,특급,虆,덩굴
류,특급,駵,월따말
륙,8급,六,여섯
륙,5급Ⅱ,陸,뭍
륙,1급,戮,죽일
륙,특급,僇,욕할
륙,특급,穋,올벼
륜,4급,輪,바퀴
륜,3급Ⅱ,倫,인륜
륜,2급,崙,산이름
륜,1급,淪,빠질
륜,1급,綸,벼리
륜,특급Ⅱ,侖,산이름
률,4급Ⅱ,律,법칙
률,3급Ⅱ,率,비율
률,3급Ⅱ,栗,밤
률,1급,慄,떨릴
륭,3급Ⅱ,隆,높을
륵,1급,肋,갈빗대
륵,1급,勒,굴레
름,1급,凜,찰
름,특급,懍,두려워할
름,특급,廩,쌀곳간
릉,3급Ⅱ,陵,언덕
릉,2급,楞,네모질四角
릉,1급,稜,모날
릉,1급,綾,비단
릉,1급,凌,업신여길
릉,1급,菱,마름
리,7급,里,마을
리,6급Ⅱ,利,이할
리,6급Ⅱ,理,다스릴
리,6급,李,오얏
리,4급,離,떠날
리,3급Ⅱ,吏,벼슬아치
리,3급Ⅱ,履,밟을
리,3급Ⅱ,裏,속
리,3급,梨,배
리,1급,悧,영리할
리,1급,籬,울타리
리,1급,釐,다스릴
리,1급,俚,속될
리,1급,裡,속
리,1급,痢,이질
리,1급,罹,걸릴
리,특급Ⅱ,狸,삵
리,특급Ⅱ,羸,야윌
리,특급Ⅱ,莉,말리
리,특급Ⅱ,厘,다스릴釐
리,특급Ⅱ,唎,소리
리,특급Ⅱ,鯉,잉어
리,특급Ⅱ,浬,해리
리,특급Ⅱ,璃,유리
리,특급,纚,맬
리,특급,莅,임할
리,특급,詈,꾸짖을
리,특급,俐,영리할
리,특급,縭,신꾸밀
리,특급,离,도깨비
리,특급,涖,임할
리,특급,梩,삼태기
린,3급,隣,이웃
린,2급,麟,기린
린,1급,吝,아낄
린,1급,鱗,비늘
린,1급,燐,도깨비불
린,1급,躪,짓밟을
린,특급Ⅱ,璘,옥빛
린,특급Ⅱ,藺,골풀
린,특급Ⅱ,潾,맑을
린,특급,粼,물맑을
린,특급,鄰,이웃
림,7급,林,수풀
림,3급Ⅱ,臨,임할
림,1급,淋,임질
림,특급Ⅱ,霖,장마
림,특급Ⅱ,琳,아름다운옥
립,7급Ⅱ,立,설
립,1급,笠,삿갓
립,1급,粒,낟알
립,특급Ⅱ,砬,돌소리
립,특급,苙,구릿대
마,5급,馬,말
마,3급Ⅱ,磨,갈
마,3급Ⅱ,麻,삼
마,2급,摩,문지를
마,2급,痲,저릴
마,2급,魔,마귀
마,특급Ⅱ,碼,마노
마,특급Ⅱ,瑪,마노
마,특급,禡,마제(禡祭)
막,3급Ⅱ,漠,넓을
막,3급Ⅱ,莫,없을
막,3급Ⅱ,幕,장막
막,2급,膜,꺼풀
막,1급,寞,고요할
막,특급Ⅱ,邈,멀
막,특급,藐,멀
막,특급,瘼,병들
만,8급,萬,일만
만,4급Ⅱ,滿,찰
만,3급Ⅱ,晩,늦을
만,3급,慢,거만할
만,3급,漫,흩어질
만,2급,娩,낳을
만,2급,灣,물굽이
만,2급,蠻,오랑캐
만,1급,輓,끌
만,1급,饅,만두
만,1급,蔓,덩굴
만,1급,鰻,뱀장어
만,1급,卍,만(卍)
만,1급,彎,굽을
만,1급,挽,당길
만,1급,瞞,속일
만,특급Ⅱ,万,일만萬
만,특급Ⅱ,巒,멧부리
만,특급Ⅱ,曼,길長
만,특급,鏋,금
만,특급,墁,바를
말,5급,末,끝
말,2급,靺,말갈(靺鞨)
말,1급,抹,지울
말,1급,沫,물거품
말,1급,襪,버선
말,특급Ⅱ,唜,끝
말,특급Ⅱ,茉,말리
말,특급,秣,말먹이
망,5급Ⅱ,望,바랄
망,5급,亡,망할
망,3급Ⅱ,妄,망령될
망,3급,忘,잊을
망,3급,茫,아득할
망,3급,忙,바쁠
망,3급,罔,없을
망,2급,網,그물
망,1급,芒,까끄라기
망,1급,惘,멍할
망,특급Ⅱ,莽,풀
망,특급Ⅱ,邙,북망산
망,특급Ⅱ,輞,바퀴테
망,특급,蘉,힘쓸
매,7급Ⅱ,每,매양
매,5급,買,살
매,5급,賣,팔
매,4급,妹,누이
매,3급Ⅱ,媒,중매
매,3급Ⅱ,梅,매화
매,3급,埋,묻을
매,2급,魅,매혹할
매,2급,枚,낱
매,1급,煤,그을음
매,1급,罵,꾸짖을
매,1급,邁,갈行
매,1급,呆,어리석을
매,1급,昧,어두울
매,1급,寐,잘
매,특급,脢,등심
매,특급,沬,희미할
매,특급,韎,가죽
매,특급,霾,흙비
매,특급,鋂,사슬고리
매,특급,痗,병들
매,특급,浼,더럽힐
매,특급,苺,딸기
매,특급,勱,힘쓸
맥,4급Ⅱ,脈,줄기
맥,3급Ⅱ,麥,보리
맥,2급,貊,맥국(貊國)
맥,특급Ⅱ,驀,뛰어넘을
맥,특급Ⅱ,陌,밭두둑길
맥,특급,貉,오랑캐
맥,특급,霢,가랑비
맹,3급Ⅱ,孟,맏
맹,3급Ⅱ,猛,사나울
맹,3급Ⅱ,盲,소경
맹,3급Ⅱ,盟,맹세
맹,1급,萌,움芽
맹,특급Ⅱ,氓,백성
멱,2급,覓,찾을
멱,특급Ⅱ,冪,덮을
면,7급,面,낯
면,4급,勉,힘쓸
면,3급Ⅱ,眠,잘
면,3급Ⅱ,綿,솜
면,3급Ⅱ,免,면할
면,2급,俛,힘쓸
면,2급,沔,물이름
면,2급,冕,면류관
면,1급,棉,목화
면,1급,眄,곁눈질할
면,1급,緬,멀
면,1급,麪,국수
면,특급Ⅱ,麵,국수麪
면,특급,湎,빠질
멸,3급Ⅱ,滅,꺼질
멸,2급,蔑,업신여길
멸,특급,篾,대껍질
멸,특급,幭,덮개
명,7급Ⅱ,名,이름
명,7급,命,목숨
명,6급Ⅱ,明,밝을
명,4급,鳴,울
명,3급Ⅱ,銘,새길
명,3급,冥,어두울
명,1급,溟,바다
명,1급,皿,그릇
명,1급,螟,멸구
명,1급,暝,저물
명,1급,酩,술취할
명,특급Ⅱ,椧,홈통
명,특급Ⅱ,瞑,눈감을
명,특급Ⅱ,蓂,명협
명,특급Ⅱ,茗,차싹
몌,1급,袂,소매
모,8급,母,어미
모,4급Ⅱ,毛,터럭
모,4급,模,본뜰
모,3급Ⅱ,謀,꾀
모,3급Ⅱ,貌,모양
모,3급Ⅱ,慕,그릴
모,3급,某,아무
모,3급,暮,저물
모,3급,募,모을
모,3급,冒,무릅쓸
모,3급,侮,업신여길
모,2급,矛,창
모,2급,帽,모자
모,2급,茅,띠草名
모,2급,謨,꾀
모,2급,牟,성(姓)
모,1급,摸,더듬을
모,1급,牡,수컷
모,1급,糢,모호할
모,1급,耗,소모할
모,특급Ⅱ,芼,나물
모,특급Ⅱ,眸,눈동자
모,특급Ⅱ,瑁,대모
모,특급Ⅱ,姆,여스승
모,특급Ⅱ,摹,모뜰
모,특급,麰,보리
모,특급,眊,눈흐릴
모,특급,旄,털기(旗)
모,특급,耄,늙을
모,특급,髦,다박머리
모,특급,蟊,해충
목,8급,木,나무
목,6급,目,눈
목,4급Ⅱ,牧,칠養
목,3급Ⅱ,睦,화목할
목,2급,沐,머리감을
목,2급,穆,화목할
목,특급Ⅱ,鶩,집오리
목,특급,霂,가랑비
목,특급,楘,수레장식
몰,3급Ⅱ,沒,빠질
몰,1급,歿,죽을
몽,3급Ⅱ,蒙,어두울
몽,3급Ⅱ,夢,꿈
몽,특급Ⅱ,朦,몽롱할
몽,특급,饛,밥수북히담을
몽,특급,幪,덮을
몽,특급,濛,이슬비
몽,특급,矇,소경
묘,4급,墓,무덤
묘,4급,妙,묘할
묘,3급,卯,토끼
묘,3급,廟,사당
묘,3급,苗,모
묘,2급,昴,별이름
묘,1급,猫,고양이
묘,1급,描,그릴
묘,1급,杳,아득할
묘,1급,渺,아득할
묘,특급Ⅱ,竗,묘할妙
묘,특급Ⅱ,錨,닻
묘,특급,眇,애꾸
묘,특급,貓,고양이
묘,특급,茆,띠
무,5급,無,없을
무,4급Ⅱ,務,힘쓸
무,4급Ⅱ,武,호반
무,4급,舞,춤출
무,3급Ⅱ,貿,무역할
무,3급Ⅱ,茂,무성할
무,3급,戊,천간
무,3급,霧,안개
무,1급,巫,무당
무,1급,蕪,거칠
무,1급,畝,이랑
무,1급,毋,말勿
무,1급,撫,어루만질
무,1급,拇,엄지손가락
무,1급,憮,어루만질
무,1급,誣,속일
무,특급Ⅱ,楙,모과나무
무,특급Ⅱ,珷,옥돌
무,특급Ⅱ,繆,얽을
무,특급Ⅱ,鵡,앵무새
무,특급Ⅱ,懋,힘쓸
무,특급Ⅱ,无,없을無
무,특급,儛,춤출
무,특급,廡,행랑
무,특급,膴,두터울
무,특급,髳,다박머리
묵,3급Ⅱ,墨,먹
묵,3급Ⅱ,默,잠잠할
묵,특급,纆,노
문,8급,門,문
문,7급,文,글월
문,7급,問,물을
문,6급Ⅱ,聞,들을
문,3급Ⅱ,紋,무늬
문,2급,紊,어지러울
문,2급,汶,물이름
문,1급,蚊,모기
문,특급Ⅱ,吻,입술
문,특급Ⅱ,刎,목자를
문,특급Ⅱ,們,무리
문,특급Ⅱ,雯,구름무늬
문,특급,捫,어루만질
문,특급,炆,따뜻할
문,특급,璊,붉은옥
문,특급,穈,붉은기장
물,7급Ⅱ,物,물건
물,3급Ⅱ,勿,말禁
물,특급Ⅱ,沕,아득할
미,6급,美,아름다울
미,6급,米,쌀
미,4급Ⅱ,未,아닐
미,4급Ⅱ,味,맛
미,3급Ⅱ,微,작을
미,3급Ⅱ,尾,꼬리
미,3급,迷,미혹할
미,3급,眉,눈썹
미,2급,彌,미륵
미,1급,靡,쓰러질
미,1급,薇,장미
미,1급,媚,아첨할
미,특급Ⅱ,湄,물가
미,특급Ⅱ,謎,수수께끼
미,특급Ⅱ,渼,물놀이
미,특급Ⅱ,楣,인중방
미,특급Ⅱ,黴,기미낄
미,특급Ⅱ,梶,나무끝
미,특급Ⅱ,嵋,산이름
미,특급,麋,고라니
미,특급,亹,힘쓸
미,특급,弭,활고자
미,특급,敉,어루만질
미,특급,糜,죽
미,특급,郿,땅이름
미,특급,瀰,물가득할
민,8급,民,백성
민,3급,敏,민첩할
민,3급,憫,민망할
민,2급,旻,하늘
민,2급,閔,성(姓)
민,2급,玟,아름다운돌
민,2급,珉,옥돌
민,2급,旼,화할
민,1급,悶,답답할
민,특급Ⅱ,泯,빠질
민,특급Ⅱ,岷,산이름
민,특급Ⅱ,愍,슬퍼할
민,특급Ⅱ,緡,돈꿰미
민,특급,慜,총명할
민,특급,敃,힘쓸
민,특급,潣,물졸졸흐를
민,특급,忞,힘쓸
민,특급,痻,병들
민,특급,暋,강할
민,특급,黽,힘쓸
밀,4급Ⅱ,密,빽빽할
밀,3급,蜜,꿀
밀,1급,謐,고요할
박,6급,朴,성(姓)
박,4급Ⅱ,博,넓을
박,4급,拍,칠
박,3급Ⅱ,迫,핍박할
박,3급Ⅱ,薄,엷을
박,3급,泊,머무를
박,2급,舶,배
박,1급,膊,팔뚝
박,1급,搏,두드릴
박,1급,縛,얽을
박,1급,箔,발簾
박,1급,撲,칠擊
박,1급,剝,벗길
박,1급,珀,호박(琥珀)
박,1급,樸,순박할
박,1급,粕,지게미
박,1급,駁,논박할
박,특급Ⅱ,璞,옥덩어리
박,특급Ⅱ,雹,우박
박,특급,亳,땅이름
박,특급,鎛,호미
박,특급,襮,수놓은깃
박,특급,鉑,금박
반,6급Ⅱ,半,반(半)
반,6급Ⅱ,反,돌이킬
반,6급Ⅱ,班,나눌
반,3급Ⅱ,般,가지
반,3급Ⅱ,盤,소반
반,3급Ⅱ,飯,밥
반,3급,伴,짝
반,3급,叛,배반할
반,3급,返,돌이킬
반,2급,搬,옮길
반,2급,潘,성(姓)
반,2급,磻,반계(磻溪)
반,1급,槃,쟁반
반,1급,斑,아롱질
반,1급,礬,백반
반,1급,絆,얽어맬
반,1급,畔,밭두둑
반,1급,蟠,서릴
반,1급,頒,나눌
반,1급,攀,더위잡을
반,1급,拌,버릴
반,특급Ⅱ,瘢,흉터
반,특급Ⅱ,泮,얼음풀릴
반,특급Ⅱ,盼,눈예쁠
반,특급Ⅱ,磐,너럭바위
